specimen_no,record_type,flags,occurrence_no,reid_no,collection_no,specimen_id,is_type,specelt_no,specimen_side,specimen_part,specimen_sex,n_measured,measurement_source,magnification,comments,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
84442,spm,,499909,0,50733,ZPAL MgD-1/156,holotype,,,tibia,,1,table,,,Microceratops gobiensis,species,52825,nomen dubium,Ceratopsia,unranked clade,38842,83.6,66,6048,103.538498,41.433701,CN,Nei Mongol,,estimated from map,4,outcrop,"250 km W of Ulan-tsonch; main site\r\n""Tsondolien-Khuduk Locality, Nei Mongol Autonomous Region, People’s Republic of China. The Tsondolien-Khuduk locality is approximately 250 km west south-west of the well-known Bayan Mandahu Locality (Eberth, 1993). ... Based on careful study of the map and locality  description in Bohlin (1953, Fig 1), and firsthand knowledge of the area by one of us (HY)  Tsondolien-Khuduk is located somewhere west of the towns of Ulan Suhai (Suhongtu) and Bayan Mod (Wuliji), and in the vicinity (south) of the Sinornithomimus dongi holotype locality (Kobayashi et al. 2003)"" - Evans et al. (2021)"
84443,spm,,154975,22652,13777,ZPAL MgD-1/129,holotype,,,skull,,1,picture,,,Bagaceratops rozhdestvenskyi,species,52826,,Bagaceratops rozhdestvenskyi,species,52826,83.6,72.1,6048,99.75,43.25,MN,Omnogov,,stated in text,minutes,small collection,"along central sayr of Khermeen Tsav, 40 km SW of westernmost part of Nemegt Basin and 50 km SW of Naran Bulak, Gobi Desert. The assumption is made that ""Khermeen Tsav"" (without ""I"" or ""II"") indicates KT I for the oldest (PMPE) expeditions."
84444,spm,,795827,32457,11582,PIN 3142/299 ,holotype,,,skull,,1,graph,,,Platyceratops tatarinovi,species,58851,subjective synonym of,Bagaceratops rozhdestvenskyi,species,52826,83.6,72.1,29118,99.599998,43.299999,MN,Omnogov,,estimated from map,1,outcrop,"An apparently vague locality definition, that might also include the site referred to as 'Khermeen-Tsav 2' and the surrounding area."
84445,spm,,606102,33993,64628,AMNH 5205,holotype,,,scapulocoracoid,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,18645,-112.981903,51.819099,CA,Alberta,,stated in text,4,outcrop,"Red Deer River, 3 mi above Tolman Ferry, left bank of river, 190 ft. above river"
84446,spm,,606102,33993,64628,AMNH 5205,holotype,,,humerus,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,18645,-112.981903,51.819099,CA,Alberta,,stated in text,4,outcrop,"Red Deer River, 3 mi above Tolman Ferry, left bank of river, 190 ft. above river"
84447,spm,,606102,33993,64628,AMNH 5205,holotype,,,ulna,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,18645,-112.981903,51.819099,CA,Alberta,,stated in text,4,outcrop,"Red Deer River, 3 mi above Tolman Ferry, left bank of river, 190 ft. above river"
84448,spm,,606102,33993,64628,AMNH 5205,holotype,,,radius,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,18645,-112.981903,51.819099,CA,Alberta,,stated in text,4,outcrop,"Red Deer River, 3 mi above Tolman Ferry, left bank of river, 190 ft. above river"
84449,spm,,606102,33993,64628,AMNH 5205,holotype,,,tibia,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,18645,-112.981903,51.819099,CA,Alberta,,stated in text,4,outcrop,"Red Deer River, 3 mi above Tolman Ferry, left bank of river, 190 ft. above river"
84450,spm,,537338,0,55685,IVPP V12738,holotype,,,skull,,1,picture,,,Liaoceratops yanzigouensis,species,55582,,Liaoceratops yanzigouensis,species,55582,125.77,119.5,14923,124.683601,41.366402,CN,Liaoning,,based on nearby landmark,4,small collection,"Shanyuan, western Liaoning Province"
84451,spm,,915089,0,103988,KIGAM VP 200801,holotype,,left,tibia,,1,text,,,Koreaceratops hwaseongensis,species,176310,,Koreaceratops hwaseongensis,species,176310,113,100.5,38387,126.65641,37.177914,KR,Gyeonggi-do,,estimated from map,6,small collection,"Specimen ""was found in a block of rock in the rock-filled Tando embankment dam between the Tando Dock and the Jeongok harbor"""
84452,spm,,915089,0,103988,KIGAM VP 200801,holotype,,right,tibia,,1,text,,,Koreaceratops hwaseongensis,species,176310,,Koreaceratops hwaseongensis,species,176310,113,100.5,38387,126.65641,37.177914,KR,Gyeonggi-do,,estimated from map,6,small collection,"Specimen ""was found in a block of rock in the rock-filled Tando embankment dam between the Tando Dock and the Jeongok harbor"""
84453,spm,,840203,0,93191,IG-2004-VD-001,holotype,,,skull,,1,text,,,Auroraceratops rugosus,species,94032,,Auroraceratops rugosus,species,94032,113,109.9,19841,97.666664,41.583332,CN,Gansu,,estimated from map,minutes,small collection,"""Gongpoquan Basin"""
84454,spm,,458367,0,45166,IVPP V 11114,holotype,,,skull,,1,text,,,Archaeoceratops oshimai,species,55576,,Archaeoceratops oshimai,species,55576,113,109.9,9500,97.583336,41.575001,CN,Gansu,Subei,estimated from map,seconds,outcrop,"Mazongshan area, within Suanjingzi Basin (not Gongpoquan Basin), western Gansu province, China. Now within the Subei Gongpoquan Dinosaur Geopark."
84455,spm,,130209,0,10755,IGCAGS V371,holotype,,,skull,,1,text,,,Chaoyangosaurus liaosiensis,species,65704,replaced by,Chaoyangsaurus youngi,species,55580,152.2,132.6,3997,123.966698,42.9333,CN,Liaoning,Chaoyang,stated in text,4,small collection,"Chaoyang area of Liaoning Province, NE China"
84456,spm,,668657,0,72107,IVPP V14530,holotype,,,skull,,1,picture,,,Yinlong downsi,species,90118,,Yinlong downsi,species,90118,161.5,154.8,19282,88.919884,45.191288,CN,Xinjiang,,estimated from map,6,local area,"Wucaiwan area, Junggar Basin, Xinjiang"
84457,spm,,645107,0,69694,GZG 741/2,holotype,,,femur,,1,text,,,Stenopelix valdensis,species,65431,,Stenopelix valdensis,species,65431,140.6,139.8,23684,9.066053,52.252357,DE,Niedersachsen,,based on nearby landmark,6,outcrop,"quarry at the Harrl (=Harrel), near Bückeburg, Westphalia; principality of Schaumburg-Lippe"
84458,spm,,645107,0,69694,GZG 741/2,holotype,,,tibia,,1,text,,,Stenopelix valdensis,species,65431,,Stenopelix valdensis,species,65431,140.6,139.8,23684,9.066053,52.252357,DE,Niedersachsen,,based on nearby landmark,6,outcrop,"quarry at the Harrl (=Harrel), near Bückeburg, Westphalia; principality of Schaumburg-Lippe"
85591,spm,,812194,0,55334,CEUM 12360,holotype,,,skull,,1,text,,,Cedarpelta bilbeyhallorum,species,81294,,Cedarpelta bilbeyhallorum,species,81294,121.4,100.5,17502,-110.106003,39.179001,US,Utah,Carbon,based on nearby landmark,3,outcrop,"site in Carbon Co. but est'd coordinates are in Emery Co., located SE of Wellington, UT. 24.5 km SE of Price."
85599,spm,,621556,0,66924,IVPP V12563,holotype,,,skull,,1,text,,,Gobisaurus domoculus,species,84235,,Gobisaurus domoculus,species,84235,93.9,89.8,18341,105.943283,40.301338,CN,Nei Mongol,,based on nearby landmark,5,outcrop,"Maortu, about 60 km N of Chilantai (Jilantai), on E side of Chilantai Salt Lake (Chilantaiyen Chih), E part of Alashan Desert"
85614,spm,,826857,0,91200,LPM 101-5,holotype,,,scapula,,1,text,,,Crichtonsaurus bohlini,species,84233,nomen dubium,Ankylosauria,unranked clade,38816,100.5,89.8,29879,120.713608,41.711109,CN,Liaoning,Beipiao,stated in text,seconds,local area,"Xiafuxiang, 22 km from, Beipiao city, Liaoning province"
85615,spm,,826857,0,91200,LPM 101-6,holotype,,,coracoid,,1,text,,,Crichtonsaurus bohlini,species,84233,nomen dubium,Ankylosauria,unranked clade,38816,100.5,89.8,29879,120.713608,41.711109,CN,Liaoning,Beipiao,stated in text,seconds,local area,"Xiafuxiang, 22 km from, Beipiao city, Liaoning province"
85616,spm,,826857,0,91200,LPM 101-7,holotype,,,humerus,,1,text,,,Crichtonsaurus bohlini,species,84233,nomen dubium,Ankylosauria,unranked clade,38816,100.5,89.8,29879,120.713608,41.711109,CN,Liaoning,Beipiao,stated in text,seconds,local area,"Xiafuxiang, 22 km from, Beipiao city, Liaoning province"
85617,spm,,826857,0,91200,LPM 101-8,holotype,,,femur,,1,text,,,Crichtonsaurus bohlini,species,84233,nomen dubium,Ankylosauria,unranked clade,38816,100.5,89.8,29879,120.713608,41.711109,CN,Liaoning,Beipiao,stated in text,seconds,local area,"Xiafuxiang, 22 km from, Beipiao city, Liaoning province"
85621,spm,,741249,0,79702,PIN 557-20,holotype,,left,scapula,,1,table,,,Talarurus plicatospineus,species,52797,,Talarurus plicatospineus,species,52797,100.5,83.6,9909,109.858887,44.34,MN,Dornogov,,based on nearby landmark,seconds,small collection,130 km SW from Bayn Shanda (aimak center)
85622,spm,,741249,0,79702,PIN 557-91,holotype,,left,scapula,,1,table,,,Talarurus plicatospineus,species,52797,,Talarurus plicatospineus,species,52797,100.5,83.6,9909,109.858887,44.34,MN,Dornogov,,based on nearby landmark,seconds,small collection,130 km SW from Bayn Shanda (aimak center)
85623,spm,,741249,0,79702,PIN 557-20,holotype,,,scapulocoracoid,,1,table,,,Talarurus plicatospineus,species,52797,,Talarurus plicatospineus,species,52797,100.5,83.6,9909,109.858887,44.34,MN,Dornogov,,based on nearby landmark,seconds,small collection,130 km SW from Bayn Shanda (aimak center)
85624,spm,,741249,0,79702,PIN 557-91,holotype,,,scapulocoracoid,,1,table,,,Talarurus plicatospineus,species,52797,,Talarurus plicatospineus,species,52797,100.5,83.6,9909,109.858887,44.34,MN,Dornogov,,based on nearby landmark,seconds,small collection,130 km SW from Bayn Shanda (aimak center)
85625,spm,,741249,0,79702,PIN 557-71,holotype,,left,humerus,,1,table,,Maximum width of shaft,Talarurus plicatospineus,species,52797,,Talarurus plicatospineus,species,52797,100.5,83.6,9909,109.858887,44.34,MN,Dornogov,,based on nearby landmark,seconds,small collection,130 km SW from Bayn Shanda (aimak center)
85626,spm,,741249,0,79702,PIN 557-91,holotype,,left,humerus,,1,table,,Maximum width of shaft,Talarurus plicatospineus,species,52797,,Talarurus plicatospineus,species,52797,100.5,83.6,9909,109.858887,44.34,MN,Dornogov,,based on nearby landmark,seconds,small collection,130 km SW from Bayn Shanda (aimak center)
85627,spm,,741249,0,79702,PIN 557-80,holotype,,left,ulna,,1,table,,Maximum width of shaft,Talarurus plicatospineus,species,52797,,Talarurus plicatospineus,species,52797,100.5,83.6,9909,109.858887,44.34,MN,Dornogov,,based on nearby landmark,seconds,small collection,130 km SW from Bayn Shanda (aimak center)
85628,spm,,741249,0,79702,PIN 557-91,holotype,,left,ulna,,1,table,,Maximum width of shaft,Talarurus plicatospineus,species,52797,,Talarurus plicatospineus,species,52797,100.5,83.6,9909,109.858887,44.34,MN,Dornogov,,based on nearby landmark,seconds,small collection,130 km SW from Bayn Shanda (aimak center)
85629,spm,,741249,0,79702,PIN 557-85,holotype,,left,radius,,1,table,,Maximum width of shaft,Talarurus plicatospineus,species,52797,,Talarurus plicatospineus,species,52797,100.5,83.6,9909,109.858887,44.34,MN,Dornogov,,based on nearby landmark,seconds,small collection,130 km SW from Bayn Shanda (aimak center)
85630,spm,,741249,0,79702,PIN 557-91,holotype,,left,radius,,1,table,,Maximum width of shaft,Talarurus plicatospineus,species,52797,,Talarurus plicatospineus,species,52797,100.5,83.6,9909,109.858887,44.34,MN,Dornogov,,based on nearby landmark,seconds,small collection,130 km SW from Bayn Shanda (aimak center)
85631,spm,,741048,0,79687,ZMNH M8718,holotype,,,femur,,1,text,,,Zhongyuansaurus luoyangensis,species,169934,subjective synonym of,Gobisaurus domoculus,species,84235,121.4,100.5,25165,112.560799,34.087219,CN,Henan,Ruyang,estimated from map,5,outcrop,"Liufugou village of Luidan (Liu Dianxiang), Luoyang, Ruyang County, Henan; S of Yellow River"
85632,spm,,741048,0,79687,ZMNH M8718,holotype,,,tibia,,1,text,,,Zhongyuansaurus luoyangensis,species,169934,subjective synonym of,Gobisaurus domoculus,species,84235,121.4,100.5,25165,112.560799,34.087219,CN,Henan,Ruyang,estimated from map,5,outcrop,"Liufugou village of Luidan (Liu Dianxiang), Luoyang, Ruyang County, Henan; S of Yellow River"
85633,spm,,741048,0,79687,ZMNH M8718,holotype,,,fibual,,1,text,,,Zhongyuansaurus luoyangensis,species,169934,subjective synonym of,Gobisaurus domoculus,species,84235,121.4,100.5,25165,112.560799,34.087219,CN,Henan,Ruyang,estimated from map,5,outcrop,"Liufugou village of Luidan (Liu Dianxiang), Luoyang, Ruyang County, Henan; S of Yellow River"
85637,spm,,284148,12055,27017,CEUM 1307,holotype,,,skull,,1,table,,,Gastonia burgei,species,63701,,Gastonia burgei,species,63701,139.8,132.6,7504,-109.567902,38.826099,US,Utah,Grand,estimated from map,4,small collection,"Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans."
85638,spm,,284148,12055,27017,CEUM 1307,holotype,,right,femur,,1,table,,,Gastonia burgei,species,63701,,Gastonia burgei,species,63701,139.8,132.6,7504,-109.567902,38.826099,US,Utah,Grand,estimated from map,4,small collection,"Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans."
85639,spm,,284148,12055,27017,CEUM 1307,holotype,,right,tibia,,1,table,,,Gastonia burgei,species,63701,,Gastonia burgei,species,63701,139.8,132.6,7504,-109.567902,38.826099,US,Utah,Grand,estimated from map,4,small collection,"Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans."
85640,spm,,284148,12055,27017,CEUM 1307,holotype,,right,scapulocoracoid,,1,table,,,Gastonia burgei,species,63701,,Gastonia burgei,species,63701,139.8,132.6,7504,-109.567902,38.826099,US,Utah,Grand,estimated from map,4,small collection,"Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans."
85641,spm,,284148,12055,27017,CEUM 1307,holotype,,right,humerus,,1,table,,,Gastonia burgei,species,63701,,Gastonia burgei,species,63701,139.8,132.6,7504,-109.567902,38.826099,US,Utah,Grand,estimated from map,4,small collection,"Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans."
85642,spm,,284148,12055,27017,CEUM 1307,holotype,,right,ulna,,1,table,,,Gastonia burgei,species,63701,,Gastonia burgei,species,63701,139.8,132.6,7504,-109.567902,38.826099,US,Utah,Grand,estimated from map,4,small collection,"Galton Quarry, just N of Arches National Park, Utah. Located west of Yellow Cat road, NE 1/4, SE 1/4, NE 1/4, SW 1/4, section 35, T22S, R21E on the Molle Hogans."
85670,spm,,486494,13282,48722,MTM 2007.25.3,,,right,humerus,,1,text,,Maximum diameter at mid-length of the bone,Hungarosaurus tormai,species,66856,,Hungarosaurus tormai,species,66856,86.3,83.6,32498,17.6,47.216702,HU,Veszprém,,based on nearby landmark,4,outcrop,"NE side of an open-pit bauxite mine, Iharkút,Veszprém County, Bakony Mtns., Transdanubian Range, western Hungary. An open-pit bauxite mine in the location of the former village of Iharkút in the Bakony Mountains, Veszprém county, western Hungary (Rabi et al. 2012). Note that not all of the fossils are from the same spot in the mine, but all are from the same stratigraphic level. Includes all the Unit 1 sites, e.g. SZ-6 (S part of the open pit)."
85674,spm,,516338,13342,52258,BMNH R3775,holotype,,left,coracoid,,1,table,,,Hylaeosaurus oweni,species,67017,subjective synonym of,Hylaeosaurus armatus,species,52782,139.8,132.6,14558,-0.172222,51.086388,UK,England,Sussex,based on nearby landmark,seconds,small collection,"Tilgate Forest area, near Cuckfield, West Sussex"
85675,spm,,516338,13342,52258,BMNH R3775,holotype,,right,coracoid,,1,table,,,Hylaeosaurus oweni,species,67017,subjective synonym of,Hylaeosaurus armatus,species,52782,139.8,132.6,14558,-0.172222,51.086388,UK,England,Sussex,based on nearby landmark,seconds,small collection,"Tilgate Forest area, near Cuckfield, West Sussex"
85676,spm,,516338,13342,52258,BMNH R3775,holotype,,left,scapula,,1,table,,,Hylaeosaurus oweni,species,67017,subjective synonym of,Hylaeosaurus armatus,species,52782,139.8,132.6,14558,-0.172222,51.086388,UK,England,Sussex,based on nearby landmark,seconds,small collection,"Tilgate Forest area, near Cuckfield, West Sussex"
85677,spm,,516338,13342,52258,BMNH R3775,holotype,,right,scapula,,1,table,,,Hylaeosaurus oweni,species,67017,subjective synonym of,Hylaeosaurus armatus,species,52782,139.8,132.6,14558,-0.172222,51.086388,UK,England,Sussex,based on nearby landmark,seconds,small collection,"Tilgate Forest area, near Cuckfield, West Sussex"
85678,spm,,516336,13341,52256,BMNH R2684,,,left,tibia,,1,table,,,Hylaeosaurus oweni,species,67017,subjective synonym of,Hylaeosaurus armatus,species,52782,125.77,121.4,14558,-0.2,50.983299,UK,England,Sussex,based on nearby landmark,4,outcrop,"Bolney, Sussex"
